"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Elicit (1 mo.)","Nico+Az.","up","Ethanol Degradation",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico+Az.","up","Inositol Phosphate Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico+Az.","up","Carnitine Synthesis",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico+Az.","up","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico+Az.","up","De Novo Triacylglycerol Biosynthesis",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico+Az.","up","Estrone Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico+Az.","up","Cysteine Metabolism",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico+Az.","up","Bile Acid Biosynthesis",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico+Az.","up","Glycolysis",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico+Az.","up","Fatty acid Metabolism",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico+Az.","up","Fructose and Mannose Degradation",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico+Az.","up","Butyrate Metabolism",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico+Az.","up","Retinol Metabolism",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico+Az.","up","Thiamine Metabolism",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico+Az.","up","Malate-Aspartate Shuttle",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico+Az.","up","Plasmalogen Synthesis",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico+Az.","up","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico+Az.","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico+Az.","up","Nucleotide Sugars Metabolism",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico+Az.","up","Inositol Metabolism",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico+Az.","up","Lysine Degradation",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico+Az.","up","Galactose Metabolism",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico+Az.","up","Starch and Sucrose Metabolism",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico+Az.","up","Urea Cycle",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico+Az.","up","Tryptophan Metabolism",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico+Az.","up","Gluconeogenesis",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico+Az.","up","Phytanic Acid Peroxisomal Oxidation",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico+Az.","up","Transfer of Acetyl Groups into Mitochondria",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico+Az.","up","Glycine and Serine Metabolism",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico+Az.","up","Ammonia Recycling",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico+Az.","up","Arginine and Proline Metabolism",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico+Az.","up","Porphyrin Metabolism",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico+Az.","up","Phospholipid Biosynthesis",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico+Az.","up","Folate Metabolism",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico+Az.","up","Betaine Metabolism",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico+Az.","up","Threonine and 2-Oxobutanoate Degradation",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico+Az.","up","Propanoate Metabolism",6,1,1.03,0.707,1
"Elicit (1 mo.)","Nico+Az.","up","Valine, Leucine and Isoleucine Degradation",6,1,1.03,0.707,1
"Elicit (1 mo.)","Nico+Az.","up","Methionine Metabolism",6,1,1.03,0.707,1
"Elicit (1 mo.)","Nico+Az.","up","Citric Acid Cycle",6,1,1.03,0.707,1
"Elicit (1 mo.)","Nico+Az.","up","Glutamate Metabolism",6,1,1.03,0.707,1
"Elicit (1 mo.)","Nico+Az.","up","Histidine Metabolism",7,1,1.2,0.768,1
"Elicit (1 mo.)","Nico+Az.","up","Purine Metabolism",7,1,1.2,0.768,1
"Elicit (1 mo.)","Nico+Az.","up","Warburg Effect",7,1,1.2,0.768,1
"Elicit (1 mo.)","Nico+Az.","up","Tyrosine Metabolism",8,1,1.37,0.818,1
"Elicit (1 mo.)","Nico+Az.","up","Beta-Alanine Metabolism",8,1,1.37,0.818,1
"Elicit (1 mo.)","Nico+Az.","up","Pyruvate Metabolism",8,1,1.37,0.818,1
"Elicit (5 mo.)","Az.","down","Pentose Phosphate Pathway",1,1,0.0286,0.0286,0.389
"Elicit (5 mo.)","Az.","down","Amino Sugar Metabolism",1,1,0.0286,0.0286,0.389
"Elicit (5 mo.)","Az.","down","Beta Oxidation of Very Long Chain Fatty Acids",1,1,0.0286,0.0286,0.389
"Elicit (5 mo.)","Az.","down","Phenylacetate Metabolism",1,1,0.0286,0.0286,0.389
"Elicit (5 mo.)","Az.","down","Sulfate/Sulfite Metabolism",2,1,0.0571,0.0571,0.389
"Elicit (5 mo.)","Az.","down","Inositol Phosphate Metabolism",2,1,0.0571,0.0571,0.389
"Elicit (5 mo.)","Az.","down","De Novo Triacylglycerol Biosynthesis",2,1,0.0571,0.0571,0.389
"Elicit (5 mo.)","Az.","down","Estrone Metabolism",2,1,0.0571,0.0571,0.389
"Elicit (5 mo.)","Az.","down","Steroid Biosynthesis",3,1,0.0857,0.0857,0.389
"Elicit (5 mo.)","Az.","down","Oxidation of Branched Chain Fatty Acids",3,1,0.0857,0.0857,0.389
"Elicit (5 mo.)","Az.","down","Glycolysis",3,1,0.0857,0.0857,0.389
"Elicit (5 mo.)","Az.","down","Fatty acid Metabolism",3,1,0.0857,0.0857,0.389
"Elicit (5 mo.)","Az.","down","Fructose and Mannose Degradation",3,1,0.0857,0.0857,0.389
"Elicit (5 mo.)","Az.","down","Butyrate Metabolism",3,1,0.0857,0.0857,0.389
"Elicit (5 mo.)","Az.","down","Spermidine and Spermine Biosynthesis",3,1,0.0857,0.0857,0.389
"Elicit (5 mo.)","Az.","down","Phosphatidylinositol Phosphate Metabolism",3,1,0.0857,0.0857,0.389
"Elicit (5 mo.)","Az.","down","Plasmalogen Synthesis",3,1,0.0857,0.0857,0.389
"Elicit (5 mo.)","Az.","down","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,1,0.0857,0.0857,0.389
"Elicit (5 mo.)","Az.","down","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,1,0.0857,0.0857,0.389
"Elicit (5 mo.)","Az.","down","Nucleotide Sugars Metabolism",4,1,0.114,0.114,0.389
"Elicit (5 mo.)","Az.","down","Inositol Metabolism",4,1,0.114,0.114,0.389
"Elicit (5 mo.)","Az.","down","Sphingolipid Metabolism",4,1,0.114,0.114,0.389
"Elicit (5 mo.)","Az.","down","Galactose Metabolism",4,1,0.114,0.114,0.389
"Elicit (5 mo.)","Az.","down","Starch and Sucrose Metabolism",4,1,0.114,0.114,0.389
"Elicit (5 mo.)","Az.","down","Aspartate Metabolism",4,1,0.114,0.114,0.389
"Elicit (5 mo.)","Az.","down","Arachidonic Acid Metabolism",4,1,0.114,0.114,0.389
"Elicit (5 mo.)","Az.","down","Gluconeogenesis",4,1,0.114,0.114,0.389
"Elicit (5 mo.)","Az.","down","Phytanic Acid Peroxisomal Oxidation",4,1,0.114,0.114,0.389
"Elicit (5 mo.)","Az.","down","Glycine and Serine Metabolism",5,1,0.143,0.143,0.389
"Elicit (5 mo.)","Az.","down","Phenylalanine and Tyrosine Metabolism",5,1,0.143,0.143,0.389
"Elicit (5 mo.)","Az.","down","Ammonia Recycling",5,1,0.143,0.143,0.389
"Elicit (5 mo.)","Az.","down","Phospholipid Biosynthesis",5,1,0.143,0.143,0.389
"Elicit (5 mo.)","Az.","down","Pyrimidine Metabolism",5,1,0.143,0.143,0.389
"Elicit (5 mo.)","Az.","down","Folate Metabolism",5,1,0.143,0.143,0.389
"Elicit (5 mo.)","Az.","down","Betaine Metabolism",5,1,0.143,0.143,0.389
"Elicit (5 mo.)","Az.","down","Lactose Synthesis",5,1,0.143,0.143,0.389
"Elicit (5 mo.)","Az.","down","Methionine Metabolism",6,1,0.171,0.171,0.431
"Elicit (5 mo.)","Az.","down","Citric Acid Cycle",6,1,0.171,0.171,0.431
"Elicit (5 mo.)","Az.","down","Glutamate Metabolism",6,1,0.171,0.171,0.431
"Elicit (5 mo.)","Az.","down","Nicotinate and Nicotinamide Metabolism",7,1,0.2,0.2,0.456
"Elicit (5 mo.)","Az.","down","Purine Metabolism",7,1,0.2,0.2,0.456
"Elicit (5 mo.)","Az.","down","Riboflavin Metabolism",7,1,0.2,0.2,0.456
"Elicit (5 mo.)","Az.","down","Warburg Effect",7,1,0.2,0.2,0.456
"Elicit (5 mo.)","Az.","down","Tyrosine Metabolism",8,1,0.229,0.229,0.487
"Elicit (5 mo.)","Az.","down","Vitamin B6 Metabolism",8,1,0.229,0.229,0.487
"Elicit (5 mo.)","Az.","down","Pyruvate Metabolism",8,1,0.229,0.229,0.487
"Elicit (5 mo.)","Az.","up","Pantothenate and CoA Biosynthesis",3,1,0.0857,0.0857,1
"Elicit (5 mo.)","Az.","up","Beta-Alanine Metabolism",8,1,0.229,0.229,1
"Elicit (5 mo.)","Nico","down","Lactose Degradation",2,1,0.0571,0.0571,1
"Elicit (5 mo.)","Nico","down","Trehalose Degradation",2,1,0.0571,0.0571,1
"Elicit (5 mo.)","Nico","down","Glycolysis",3,1,0.0857,0.0857,1
"Elicit (5 mo.)","Nico","down","Spermidine and Spermine Biosynthesis",3,1,0.0857,0.0857,1
"Elicit (5 mo.)","Nico","down","Betaine Metabolism",5,1,0.143,0.143,1
"Elicit (5 mo.)","Nico","down","Methionine Metabolism",6,1,0.171,0.171,1
"Elicit (5 mo.)","Nico","down","Purine Metabolism",7,1,0.2,0.2,1
"Elicit (5 mo.)","Nico","down","Warburg Effect",7,1,0.2,0.2,1
"Elicit (5 mo.)","Nico","down","Pyruvate Metabolism",8,1,0.229,0.229,1
"Elicit (5 mo.)","Nico","up","Nicotinate and Nicotinamide Metabolism",7,5,1.8,0.00642,0.629
"Elicit (5 mo.)","Nico","up","Transfer of Acetyl Groups into Mitochondria",4,3,1.03,0.0441,1
"Elicit (5 mo.)","Nico","up","Propanoate Metabolism",6,3,1.54,0.162,1
"Elicit (5 mo.)","Nico","up","Citric Acid Cycle",6,3,1.54,0.162,1
"Elicit (5 mo.)","Nico","up","Warburg Effect",7,3,1.8,0.242,1
"Elicit (5 mo.)","Nico","up","Fatty Acid Elongation In Mitochondria",1,1,0.257,0.257,1
"Elicit (5 mo.)","Nico","up","Ketone Body Metabolism",1,1,0.257,0.257,1
"Elicit (5 mo.)","Nico","up","Steroidogenesis",1,1,0.257,0.257,1
"Elicit (5 mo.)","Nico","up","Cardiolipin Biosynthesis",1,1,0.257,0.257,1
"Elicit (5 mo.)","Nico","up","Androstenedione Metabolism",1,1,0.257,0.257,1
"Elicit (5 mo.)","Nico","up","Inositol Metabolism",4,2,1.03,0.268,1
"Elicit (5 mo.)","Nico","up","Lysine Degradation",4,2,1.03,0.268,1
"Elicit (5 mo.)","Nico","up","Urea Cycle",4,2,1.03,0.268,1
"Elicit (5 mo.)","Nico","up","Gluconeogenesis",4,2,1.03,0.268,1
"Elicit (5 mo.)","Nico","up","Phytanic Acid Peroxisomal Oxidation",4,2,1.03,0.268,1
"Elicit (5 mo.)","Nico","up","Pyruvate Metabolism",8,3,2.06,0.33,1
"Elicit (5 mo.)","Nico","up","Arginine and Proline Metabolism",5,2,1.29,0.383,1
"Elicit (5 mo.)","Nico","up","Phospholipid Biosynthesis",5,2,1.29,0.383,1
"Elicit (5 mo.)","Nico","up","Threonine and 2-Oxobutanoate Degradation",5,2,1.29,0.383,1
"Elicit (5 mo.)","Nico","up","Pterine Biosynthesis",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","Caffeine Metabolism",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","Selenoamino Acid Metabolism",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","Glycerolipid Metabolism",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","Sulfate/Sulfite Metabolism",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","Androgen and Estrogen Metabolism",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","Glycerol Phosphate Shuttle",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","Glucose-Alanine Cycle",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","Mitochondrial Electron Transport Chain",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","Ethanol Degradation",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","Fatty Acid Biosynthesis",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","Inositol Phosphate Metabolism",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","Carnitine Synthesis",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","De Novo Triacylglycerol Biosynthesis",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","Estrone Metabolism",2,1,0.514,0.454,1
"Elicit (5 mo.)","Nico","up","Valine, Leucine and Isoleucine Degradation",6,2,1.54,0.493,1
"Elicit (5 mo.)","Nico","up","Histidine Metabolism",7,2,1.8,0.594,1
"Elicit (5 mo.)","Nico","up","Cysteine Metabolism",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Pantothenate and CoA Biosynthesis",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Oxidation of Branched Chain Fatty Acids",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Bile Acid Biosynthesis",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Glycolysis",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Fatty acid Metabolism",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Fructose and Mannose Degradation",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Butyrate Metabolism",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Retinol Metabolism",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Thiamine Metabolism",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Malate-Aspartate Shuttle",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Phosphatidylinositol Phosphate Metabolism",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Degradation of Superoxides",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Plasmalogen Synthesis",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,1,0.771,0.603,1
"Elicit (5 mo.)","Nico","up","Beta-Alanine Metabolism",8,2,2.06,0.682,1
"Elicit (5 mo.)","Nico","up","Nucleotide Sugars Metabolism",4,1,1.03,0.714,1
"Elicit (5 mo.)","Nico","up","Galactose Metabolism",4,1,1.03,0.714,1
"Elicit (5 mo.)","Nico","up","Alanine Metabolism",4,1,1.03,0.714,1
"Elicit (5 mo.)","Nico","up","Starch and Sucrose Metabolism",4,1,1.03,0.714,1
"Elicit (5 mo.)","Nico","up","Tryptophan Metabolism",4,1,1.03,0.714,1
"Elicit (5 mo.)","Nico","up","Glycine and Serine Metabolism",5,1,1.29,0.797,1
"Elicit (5 mo.)","Nico","up","Ammonia Recycling",5,1,1.29,0.797,1
"Elicit (5 mo.)","Nico","up","Porphyrin Metabolism",5,1,1.29,0.797,1
"Elicit (5 mo.)","Nico","up","Folate Metabolism",5,1,1.29,0.797,1
"Elicit (5 mo.)","Nico","up","Betaine Metabolism",5,1,1.29,0.797,1
"Elicit (5 mo.)","Nico","up","Lactose Synthesis",5,1,1.29,0.797,1
"Elicit (5 mo.)","Nico","up","Methionine Metabolism",6,1,1.54,0.858,1
"Elicit (5 mo.)","Nico","up","Glutamate Metabolism",6,1,1.54,0.858,1
"Elicit (5 mo.)","Nico","up","Purine Metabolism",7,1,1.8,0.902,1
"Elicit (5 mo.)","Nico","up","Tyrosine Metabolism",8,1,2.06,0.934,1
"Elicit (5 mo.)","Nico+Az.","up","Nicotinate and Nicotinamide Metabolism",7,5,1.4,0.00121,0.119
"Elicit (5 mo.)","Nico+Az.","up","Retinol Metabolism",3,2,0.6,0.0952,1
"Elicit (5 mo.)","Nico+Az.","up","Lysine Degradation",4,2,0.8,0.171,1
"Elicit (5 mo.)","Nico+Az.","up","Phytanic Acid Peroxisomal Oxidation",4,2,0.8,0.171,1
"Elicit (5 mo.)","Nico+Az.","up","Transfer of Acetyl Groups into Mitochondria",4,2,0.8,0.171,1
"Elicit (5 mo.)","Nico+Az.","up","Fatty Acid Elongation In Mitochondria",1,1,0.2,0.2,1
"Elicit (5 mo.)","Nico+Az.","up","Ketone Body Metabolism",1,1,0.2,0.2,1
"Elicit (5 mo.)","Nico+Az.","up","Steroidogenesis",1,1,0.2,0.2,1
"Elicit (5 mo.)","Nico+Az.","up","Cardiolipin Biosynthesis",1,1,0.2,0.2,1
"Elicit (5 mo.)","Nico+Az.","up","Androstenedione Metabolism",1,1,0.2,0.2,1
"Elicit (5 mo.)","Nico+Az.","up","Threonine and 2-Oxobutanoate Degradation",5,2,1,0.256,1
"Elicit (5 mo.)","Nico+Az.","up","Propanoate Metabolism",6,2,1.2,0.344,1
"Elicit (5 mo.)","Nico+Az.","up","Valine, Leucine and Isoleucine Degradation",6,2,1.2,0.344,1
"Elicit (5 mo.)","Nico+Az.","up","Citric Acid Cycle",6,2,1.2,0.344,1
"Elicit (5 mo.)","Nico+Az.","up","Pterine Biosynthesis",2,1,0.4,0.365,1
"Elicit (5 mo.)","Nico+Az.","up","Caffeine Metabolism",2,1,0.4,0.365,1
"Elicit (5 mo.)","Nico+Az.","up","Selenoamino Acid Metabolism",2,1,0.4,0.365,1
"Elicit (5 mo.)","Nico+Az.","up","Glycerolipid Metabolism",2,1,0.4,0.365,1
"Elicit (5 mo.)","Nico+Az.","up","Androgen and Estrogen Metabolism",2,1,0.4,0.365,1
"Elicit (5 mo.)","Nico+Az.","up","Glycerol Phosphate Shuttle",2,1,0.4,0.365,1
"Elicit (5 mo.)","Nico+Az.","up","Glucose-Alanine Cycle",2,1,0.4,0.365,1
"Elicit (5 mo.)","Nico+Az.","up","Mitochondrial Electron Transport Chain",2,1,0.4,0.365,1
"Elicit (5 mo.)","Nico+Az.","up","Ethanol Degradation",2,1,0.4,0.365,1
"Elicit (5 mo.)","Nico+Az.","up","Inositol Phosphate Metabolism",2,1,0.4,0.365,1
"Elicit (5 mo.)","Nico+Az.","up","Carnitine Synthesis",2,1,0.4,0.365,1
"Elicit (5 mo.)","Nico+Az.","up","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids",2,1,0.4,0.365,1
"Elicit (5 mo.)","Nico+Az.","up","De Novo Triacylglycerol Biosynthesis",2,1,0.4,0.365,1
"Elicit (5 mo.)","Nico+Az.","up","Estrone Metabolism",2,1,0.4,0.365,1
"Elicit (5 mo.)","Nico+Az.","up","Warburg Effect",7,2,1.4,0.432,1
"Elicit (5 mo.)","Nico+Az.","up","Cysteine Metabolism",3,1,0.6,0.499,1
"Elicit (5 mo.)","Nico+Az.","up","Oxidation of Branched Chain Fatty Acids",3,1,0.6,0.499,1
"Elicit (5 mo.)","Nico+Az.","up","Bile Acid Biosynthesis",3,1,0.6,0.499,1
"Elicit (5 mo.)","Nico+Az.","up","Glycolysis",3,1,0.6,0.499,1
"Elicit (5 mo.)","Nico+Az.","up","Fatty acid Metabolism",3,1,0.6,0.499,1
"Elicit (5 mo.)","Nico+Az.","up","Fructose and Mannose Degradation",3,1,0.6,0.499,1
"Elicit (5 mo.)","Nico+Az.","up","Butyrate Metabolism",3,1,0.6,0.499,1
"Elicit (5 mo.)","Nico+Az.","up","Thiamine Metabolism",3,1,0.6,0.499,1
"Elicit (5 mo.)","Nico+Az.","up","Malate-Aspartate Shuttle",3,1,0.6,0.499,1
"Elicit (5 mo.)","Nico+Az.","up","Plasmalogen Synthesis",3,1,0.6,0.499,1
"Elicit (5 mo.)","Nico+Az.","up","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,1,0.6,0.499,1
"Elicit (5 mo.)","Nico+Az.","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,1,0.6,0.499,1
"Elicit (5 mo.)","Nico+Az.","up","Pyruvate Metabolism",8,2,1.6,0.516,1
"Elicit (5 mo.)","Nico+Az.","up","Nucleotide Sugars Metabolism",4,1,0.8,0.609,1
"Elicit (5 mo.)","Nico+Az.","up","Inositol Metabolism",4,1,0.8,0.609,1
"Elicit (5 mo.)","Nico+Az.","up","Galactose Metabolism",4,1,0.8,0.609,1
"Elicit (5 mo.)","Nico+Az.","up","Starch and Sucrose Metabolism",4,1,0.8,0.609,1
"Elicit (5 mo.)","Nico+Az.","up","Urea Cycle",4,1,0.8,0.609,1
"Elicit (5 mo.)","Nico+Az.","up","Tryptophan Metabolism",4,1,0.8,0.609,1
"Elicit (5 mo.)","Nico+Az.","up","Gluconeogenesis",4,1,0.8,0.609,1
"Elicit (5 mo.)","Nico+Az.","up","Glycine and Serine Metabolism",5,1,1,0.697,1
"Elicit (5 mo.)","Nico+Az.","up","Ammonia Recycling",5,1,1,0.697,1
"Elicit (5 mo.)","Nico+Az.","up","Arginine and Proline Metabolism",5,1,1,0.697,1
"Elicit (5 mo.)","Nico+Az.","up","Porphyrin Metabolism",5,1,1,0.697,1
"Elicit (5 mo.)","Nico+Az.","up","Phospholipid Biosynthesis",5,1,1,0.697,1
"Elicit (5 mo.)","Nico+Az.","up","Folate Metabolism",5,1,1,0.697,1
"Elicit (5 mo.)","Nico+Az.","up","Betaine Metabolism",5,1,1,0.697,1
"Elicit (5 mo.)","Nico+Az.","up","Methionine Metabolism",6,1,1.2,0.768,1
"Elicit (5 mo.)","Nico+Az.","up","Glutamate Metabolism",6,1,1.2,0.768,1
"Elicit (5 mo.)","Nico+Az.","up","Histidine Metabolism",7,1,1.4,0.824,1
"Elicit (5 mo.)","Nico+Az.","up","Purine Metabolism",7,1,1.4,0.824,1
"Elicit (5 mo.)","Nico+Az.","up","Tyrosine Metabolism",8,1,1.6,0.868,1
"Elicit (5 mo.)","Nico+Az.","up","Beta-Alanine Metabolism",8,1,1.6,0.868,1
