,VarName,VARLABEL,VarCategory,AnalysisMethod,QUANTIFICATION,UNIT,DERIVATION,ProgrammingNotes,VARDESCRIPTION,VarSubCategory,AdditionalNotes,SecondName,DatabaseID,LOD,VarType
1.040972222,Q08554,DSC1_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,FUNCTION: Component of intercellular desmosome junctions. Involved in the interaction of plaque proteins and intermediate filaments mediating cell-cell adhesion. May contribute to epidermal cell positioning (stratification) by mediating differential adhesiveness between cells that express different isoforms. Linked to the keratinization of epithelial tissues.,NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,DSC1,cell-cell junction [GO:0005911]; cornified envelope [GO:0001533]; desmosome [GO:0030057]; extracellular exosome [GO:0070062]; ficolin-1-rich granule membrane [GO:0101003]; gap junction [GO:0005921]; membrane [GO:0016020]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; cell-cell adhesion [GO:0098609]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156],NA,numeric
1.041666667,Q08722,CD47_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,"FUNCTION: Has a role in both cell adhesion by acting as an adhesion receptor for THBS1 on platelets, and in the modulation of integrins. Plays an important role in memory formation and synaptic plasticity in the hippocampus (By similarity). Receptor for SIRPA, binding to which prevents maturation of immature dendritic cells and inhibits cytokine production by mature dendritic cells. Interaction with SIRPG mediates cell-cell adhesion, enhances superantigen-dependent T-cell-mediated proliferation and costimulates T-cell activation. May play a role in membrane transport and/or integrin dependent signal transduction. May prevent premature elimination of red blood cells. May be involved in membrane permeability changes induced following virus infection. {ECO:0000250, ECO:0000269|PubMed:11509594, ECO:0000269|PubMed:15383453, ECO:0000269|PubMed:7691831}.",NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,CD47,cell surface [GO:0009986]; extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]; cell-cell adhesion mediator activity [GO:0098632]; protein binding involved in heterotypic cell-cell adhesion [GO:0086080]; thrombospondin receptor activity [GO:0070053]; ATP export [GO:1904669]; cell migration [GO:0016477]; cellular response to interleukin-1 [GO:0071347]; cellular response to interleukin-12 [GO:0071349]; cellular response to type II interferon [GO:0071346]; integrin-mediated signaling pathway [GO:0007229]; negative regulation of Fc-gamma receptor signaling pathway involved in phagocytosis [GO:1905450]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cell-cell adhesion [GO:0022409]; positive regulation of inflammatory response [GO:0050729]; positive regulation of monocyte extravasation [GO:2000439]; positive regulation of phagocytosis [GO:0050766]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of T cell activation [GO:0050870]; regulation of interleukin-10 production [GO:0032653]; regulation of interleukin-12 production [GO:0032655]; regulation of interleukin-6 production [GO:0032675]; regulation of nitric oxide biosynthetic process [GO:0045428]; regulation of tumor necrosis factor production [GO:0032680]; regulation of type II interferon production [GO:0032649],NA,numeric
1.042361111,Q09666,AHNK_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,FUNCTION: May be required for neuronal cell differentiation.,NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,AHNAK,actin cytoskeleton [GO:0015629]; cell-cell contact zone [GO:0044291]; costamere [GO:0043034]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; plasma membrane protein complex [GO:0098797]; sarcolemma [GO:0042383]; T-tubule [GO:0030315]; vesicle [GO:0031982]; cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; S100 protein binding [GO:0044548]; structural molecule activity conferring elasticity [GO:0097493]; positive regulation of plasma membrane repair [GO:1905686]; regulation of RNA splicing [GO:0043484]; regulation of voltage-gated calcium channel activity [GO:1901385],NA,numeric
1.043055556,Q0VD83,APOBR_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,"FUNCTION: Macrophage receptor that binds to the apolipoprotein B48 (APOB) of dietary triglyceride (TG)-rich lipoproteins (TRL) or to a like domain of APOB in hypertriglyceridemic very low density lipoprotein (HTG-VLDL). Binds and internalizes TRL when out of the context of the macrophage. May provide essential lipids to reticuloendothelial cells. Could also be involved in foam cell formation with elevated TRL and remnant lipoprotein (RLP). Mediates the rapid high-affinity uptake of chylomicrons (CM), HTG-VLDL, and trypsinized (tryp) VLDL devoid of APOE in vitro in macrophages. {ECO:0000269|PubMed:10852956, ECO:0000269|PubMed:15591219, ECO:0000269|PubMed:9633939}.",NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,APOBR,chylomicron [GO:0042627]; low-density lipoprotein particle [GO:0034362]; membrane [GO:0016020]; plasma membrane [GO:0005886]; very-low-density lipoprotein particle [GO:0034361]; very-low-density lipoprotein particle receptor activity [GO:0030229]; cholesterol metabolic process [GO:0008203]; lipid transport [GO:0006869]; triglyceride metabolic process [GO:0006641],NA,numeric
1.04375,Q10471,GALT2_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,"FUNCTION: Catalyzes the initial reaction in O-linked oligosaccharide biosynthesis, the transfer of an N-acetyl-D-galactosamine residue to a serine or threonine residue on the protein receptor. Has a broad spectrum of substrates for peptides such as EA2, Muc5AC, Muc1a, Muc1b. Probably involved in O-linked glycosylation of the immunoglobulin A1 (IgA1) hinge region. Involved in O-linked glycosylation of APOC-III, ANGPTL3 and PLTP. It participates in the regulation of HDL-C metabolism (PubMed:27508872, PubMed:32293671). {ECO:0000269|PubMed:12438318, ECO:0000269|PubMed:16434399, ECO:0000269|PubMed:25939779, ECO:0000269|PubMed:27508872, ECO:0000269|PubMed:32293671, ECO:0000269|PubMed:7592619, ECO:0000269|PubMed:9295285}.",NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,GALNT2,endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; carbohydrate binding [GO:0030246]; manganese ion binding [GO:0030145]; polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]; O-glycan processing [GO:0016266]; protein maturation [GO:0051604]; protein O-linked glycosylation [GO:0006493]; protein O-linked glycosylation via serine [GO:0018242]; protein O-linked glycosylation via threonine [GO:0018243],NA,numeric
1.044444444,Q10567,AP1B1_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,FUNCTION: Subunit of clathrin-associated adaptor protein complex 1 that plays a role in protein sorting in the late-Golgi/trans-Golgi network (TGN) and/or endosomes (PubMed:31630791). The AP complexes mediate both the recruitment of clathrin to membranes and the recognition of sorting signals within the cytosolic tails of transmembrane cargo molecules. {ECO:0000269|PubMed:31630791}.,NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,AP1B1,AP-1 adaptor complex [GO:0030121]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; trans-Golgi network membrane [GO:0032588]; clathrin binding [GO:0030276]; protein kinase binding [GO:0019901]; basolateral protein secretion [GO:0110010]; determination of left/right symmetry [GO:0007368]; heart development [GO:0007507]; intracellular protein transport [GO:0006886]; kidney development [GO:0001822]; melanosome assembly [GO:1903232]; platelet dense granule organization [GO:0060155]; vesicle-mediated transport [GO:0016192],NA,numeric
1.045138889,Q10713,MPPA_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,"FUNCTION: Substrate recognition and binding subunit of the essential mitochondrial processing protease (MPP), which cleaves the mitochondrial sequence off newly imported precursors proteins. {ECO:0000269|PubMed:25808372}.",NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,PMPCA,extracellular space [GO:0005615]; mitochondrial inner membrane [GO:0005743]; mitochondrial processing peptidase complex [GO:0017087]; mitochondrion [GO:0005739]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; protein processing involved in protein targeting to mitochondrion [GO:0006627],NA,numeric
1.045833333,Q12792,TWF1_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,"FUNCTION: Actin-binding protein involved in motile and morphological processes. Inhibits actin polymerization, likely by sequestering G-actin. By capping the barbed ends of filaments, it also regulates motility. Seems to play an important role in clathrin-mediated endocytosis and distribution of endocytic organelles (By similarity). {ECO:0000250}.",NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,TWF1,"actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; filopodium [GO:0030175]; focal adhesion [GO:0005925]; myofibril [GO:0030016]; perinuclear region of cytoplasm [GO:0048471]; ruffle membrane [GO:0032587]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; actin monomer binding [GO:0003785]; ATP binding [GO:0005524]; cadherin binding [GO:0045296]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; actin filament depolymerization [GO:0030042]; barbed-end actin filament capping [GO:0051016]; negative regulation of actin filament polymerization [GO:0030837]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of neuron projection development [GO:0010976]; regulation of actin phosphorylation [GO:0043538]; regulation of lamellipodium assembly [GO:0010591]; sequestering of actin monomers [GO:0042989]",NA,numeric
1.046527778,Q12797,ASPH_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,"FUNCTION: [Isoform 1]: Specifically hydroxylates an Asp or Asn residue in certain epidermal growth factor-like (EGF) domains of a number of proteins. {ECO:0000269|PubMed:11773073}.; FUNCTION: [Isoform 8]: Membrane-bound Ca(2+)-sensing protein, which is a structural component of the ER-plasma membrane junctions. Isoform 8 regulates the activity of Ca(+2) released-activated Ca(+2) (CRAC) channels in T-cells. {ECO:0000269|PubMed:22586105}.",NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,ASPH,"calcium channel complex [GO:0034704]; cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; junctional sarcoplasmic reticulum membrane [GO:0014701]; plasma membrane [GO:0005886]; sarcoplasmic reticulum lumen [GO:0033018]; sarcoplasmic reticulum membrane [GO:0033017]; calcium ion binding [GO:0005509]; electron transfer activity [GO:0009055]; peptidyl-aspartic acid 3-dioxygenase activity [GO:0062101]; structural constituent of muscle [GO:0008307]; structural molecule activity [GO:0005198]; transmembrane transporter binding [GO:0044325]; activation of cysteine-type endopeptidase activity [GO:0097202]; activation of store-operated calcium channel activity [GO:0032237]; calcium ion homeostasis [GO:0055074]; calcium ion transmembrane transport [GO:0070588]; cell population proliferation [GO:0008283]; cellular response to calcium ion [GO:0071277]; detection of calcium ion [GO:0005513]; face morphogenesis [GO:0060325]; limb morphogenesis [GO:0035108]; muscle contraction [GO:0006936]; negative regulation of cell population proliferation [GO:0008285]; pattern specification process [GO:0007389]; peptidyl-aspartic acid hydroxylation [GO:0042264]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of intracellular protein transport [GO:0090316]; positive regulation of proteolysis [GO:0045862]; positive regulation of ryanodine-sensitive calcium-release channel activity [GO:0060316]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; regulation of cell communication by electrical coupling [GO:0010649]; regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity [GO:0031585]; regulation of protein depolymerization [GO:1901879]; regulation of protein stability [GO:0031647]; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0010880]; regulation of ryanodine-sensitive calcium-release channel activity [GO:0060314]; response to ATP [GO:0033198]; roof of mouth development [GO:0060021]",NA,numeric
1.047222222,Q12802,AKP13_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,"FUNCTION: Scaffold protein that plays an important role in assembling signaling complexes downstream of several types of G protein-coupled receptors. Activates RHOA in response to signaling via G protein-coupled receptors via its function as Rho guanine nucleotide exchange factor (PubMed:11546812, PubMed:15229649, PubMed:23090968, PubMed:25186459, PubMed:24993829). May also activate other Rho family members (PubMed:11546812). Part of a kinase signaling complex that links ADRA1A and ADRA1B adrenergic receptor signaling to the activation of downstream p38 MAP kinases, such as MAPK11 and MAPK14 (PubMed:17537920, PubMed:23716597, PubMed:21224381). Part of a signaling complex that links ADRA1B signaling to the activation of RHOA and IKBKB/IKKB, leading to increased NF-kappa-B transcriptional activity (PubMed:23090968). Part of a RHOA-dependent signaling cascade that mediates responses to lysophosphatidic acid (LPA), a signaling molecule that activates G-protein coupled receptors and potentiates transcriptional activation of the glucocorticoid receptor NR3C1 (PubMed:16469733). Part of a signaling cascade that stimulates MEF2C-dependent gene expression in response to lysophosphatidic acid (LPA) (By similarity). Part of a signaling pathway that activates MAPK11 and/or MAPK14 and leads to increased transcription activation of the estrogen receptors ESR1 and ESR2 (PubMed:9627117, PubMed:11579095). Part of a signaling cascade that links cAMP and EGFR signaling to BRAF signaling and to PKA-mediated phosphorylation of KSR1, leading to the activation of downstream MAP kinases, such as MAPK1 or MAPK3 (PubMed:21102438). Functions as scaffold protein that anchors cAMP-dependent protein kinase (PKA) and PRKD1. This promotes activation of PRKD1, leading to increased phosphorylation of HDAC5 and ultimately cardiomyocyte hypertrophy (By similarity). Has no guanine nucleotide exchange activity on CDC42, Ras or Rac (PubMed:11546812). Required for normal embryonic heart development, and in particular for normal sarcomere formation in the developing cardiomyocytes (By similarity). Plays a role in cardiomyocyte growth and cardiac hypertrophy in response to activation of the beta-adrenergic receptor by phenylephrine or isoproterenol (PubMed:17537920, PubMed:23090968). Required for normal adaptive cardiac hypertrophy in response to pressure overload (PubMed:23716597). Plays a role in osteogenesis (By similarity). {ECO:0000250|UniProtKB:E9Q394, ECO:0000269|PubMed:11546812, ECO:0000269|PubMed:11579095, ECO:0000269|PubMed:17537920, ECO:0000269|PubMed:21224381, ECO:0000269|PubMed:23716597, ECO:0000269|PubMed:24993829, ECO:0000269|PubMed:25186459, ECO:0000269|PubMed:9627117, ECO:0000269|PubMed:9891067}.",NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,AKAP13,cell cortex [GO:0005938]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; cAMP-dependent protein kinase activity [GO:0004691]; guanyl-nucleotide exchange factor activity [GO:0005085]; MAP-kinase scaffold activity [GO:0005078]; metal ion binding [GO:0046872]; molecular adaptor activity [GO:0060090]; protein kinase A binding [GO:0051018]; small GTPase binding [GO:0031267]; adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process [GO:0086023]; adrenergic receptor signaling pathway [GO:0071875]; bone development [GO:0060348]; cardiac muscle cell differentiation [GO:0055007]; cell growth involved in cardiac muscle cell development [GO:0061049]; G protein-coupled receptor signaling pathway [GO:0007186]; heart development [GO:0007507]; nuclear export [GO:0051168]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of Rho protein signal transduction [GO:0035025]; regulation of Rho protein signal transduction [GO:0035023]; regulation of sarcomere organization [GO:0060297]; regulation of small GTPase mediated signal transduction [GO:0051056],NA,numeric
1.047916667,Q12805,FBLN3_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,"FUNCTION: Binds EGFR, the EGF receptor, inducing EGFR autophosphorylation and the activation of downstream signaling pathways. May play a role in cell adhesion and migration. May function as a negative regulator of chondrocyte differentiation. In the olfactory epithelium, it may regulate glial cell migration, differentiation and the ability of glial cells to support neuronal neurite outgrowth. {ECO:0000269|PubMed:19804359, ECO:0000269|PubMed:19887559, ECO:0000269|PubMed:20005202}.",NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,EFEMP1,collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; calcium ion binding [GO:0005509]; epidermal growth factor receptor activity [GO:0005006]; epidermal growth factor receptor binding [GO:0005154]; growth factor activity [GO:0008083]; camera-type eye development [GO:0043010]; embryonic eye morphogenesis [GO:0048048]; epidermal growth factor receptor signaling pathway [GO:0007173]; negative regulation of chondrocyte differentiation [GO:0032331]; peptidyl-tyrosine phosphorylation [GO:0018108]; post-embryonic eye morphogenesis [GO:0048050]; regulation of DNA-templated transcription [GO:0006355]; visual perception [GO:0007601],NA,numeric
1.048611111,Q12841,FSTL1_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,"FUNCTION: Secreted glycoprotein that is involved in various physiological processes, such as angiogenesis, regulation of the immune response, cell proliferation and differentiation (PubMed:29212066, PubMed:22265692). Plays a role in the development of the central nervous system, skeletal system, lungs, and ureter (By similarity). Promotes endothelial cell survival, migration and differentiation into network structures in an AKT-dependent manner. Also promotes survival of cardiac myocytes (By similarity). Initiates various signaling cascades by activating different receptors on the cell surface such as DIP2A, TLR4 or BMP receptors (PubMed:20054002, PubMed:22265692). {ECO:0000250|UniProtKB:Q62356, ECO:0000269|PubMed:20054002, ECO:0000269|PubMed:22265692, ECO:0000269|PubMed:29212066}.",NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,FSTL1,endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; calcium ion binding [GO:0005509]; heparin binding [GO:0008201]; cell differentiation [GO:0030154]; endothelial cell differentiation [GO:0045446]; endothelial cell migration [GO:0043542]; hematopoietic stem cell homeostasis [GO:0061484]; negative regulation of apoptotic process [GO:0043066]; regulation of BMP signaling pathway [GO:0030510],NA,numeric
1.049305556,Q12904,AIMP1_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,"FUNCTION: Non-catalytic component of the multisynthase complex. Stimulates the catalytic activity of cytoplasmic arginyl-tRNA synthase (PubMed:10358004). Binds tRNA. Possesses inflammatory cytokine activity (PubMed:11306575). Negatively regulates TGF-beta signaling through stabilization of SMURF2 by binding to SMURF2 and inhibiting its SMAD7-mediated degradation (By similarity). Involved in glucose homeostasis through induction of glucagon secretion at low glucose levels (By similarity). Promotes dermal fibroblast proliferation and wound repair (PubMed:16472771). Regulates KDELR1-mediated retention of HSP90B1/gp96 in the endoplasmic reticulum (By similarity). Plays a role in angiogenesis by inducing endothelial cell migration at low concentrations and endothelian cell apoptosis at high concentrations (PubMed:12237313). Induces maturation of dendritic cells and monocyte cell adhesion (PubMed:11818442). Modulates endothelial cell responses by degrading HIF-1A through interaction with PSMA7 (PubMed:19362550). {ECO:0000250|UniProtKB:P31230, ECO:0000269|PubMed:10358004, ECO:0000269|PubMed:11157763, ECO:0000269|PubMed:11306575, ECO:0000269|PubMed:11818442, ECO:0000269|PubMed:12237313, ECO:0000269|PubMed:19362550}.",NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,AIMP1,aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cell surface [GO:0009986]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleus [GO:0005634]; cytokine activity [GO:0005125]; GTPase binding [GO:0051020]; protein homodimerization activity [GO:0042803]; tRNA binding [GO:0000049]; angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; cell-cell signaling [GO:0007267]; inflammatory response [GO:0006954]; leukocyte migration [GO:0050900]; negative regulation of endothelial cell proliferation [GO:0001937]; positive regulation of glucagon secretion [GO:0070094]; translation [GO:0006412],NA,numeric
1.05,Q12907,LMAN2_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,FUNCTION: Plays a role as an intracellular lectin in the early secretory pathway. Interacts with N-acetyl-D-galactosamine and high-mannose type glycans and may also bind to O-linked glycans. Involved in the transport and sorting of glycoproteins carrying high mannose-type glycans (By similarity). {ECO:0000250}.,NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,LMAN2,"cell surface [GO:0009986]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; carbohydrate binding [GO:0030246]; heat shock protein binding [GO:0031072]; mannose binding [GO:0005537]; metal ion binding [GO:0046872]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; positive regulation of phagocytosis [GO:0050766]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]",NA,numeric
1.050694444,Q12931,TRAP1_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,"FUNCTION: Chaperone that expresses an ATPase activity. Involved in maintaining mitochondrial function and polarization, downstream of PINK1 and mitochondrial complex I. Is a negative regulator of mitochondrial respiration able to modulate the balance between oxidative phosphorylation and aerobic glycolysis. The impact of TRAP1 on mitochondrial respiration is probably mediated by modulation of mitochondrial SRC and inhibition of SDHA. {ECO:0000269|PubMed:23525905, ECO:0000269|PubMed:23564345, ECO:0000269|PubMed:23747254}.",NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,TRAP1,cell periphery [GO:0071944]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; tumor necrosis factor receptor binding [GO:0005164]; unfolded protein binding [GO:0051082]; chaperone-mediated protein folding [GO:0061077]; negative regulation of cellular respiration [GO:1901856]; negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [GO:1903751]; negative regulation of reactive oxygen species biosynthetic process [GO:1903427]; protein folding [GO:0006457]; translational attenuation [GO:0009386],NA,numeric
1.051388889,Q13011,ECH1_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,"FUNCTION: Isomerization of 3-trans,5-cis-dienoyl-CoA to 2-trans,4-trans-dienoyl-CoA. {ECO:0000250|UniProtKB:Q62651}.",NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,ECH1,"cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; mitochondrion [GO:0005739]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; delta(3,5)-delta(2,4)-dienoyl-CoA isomerase activity [GO:0051750]; fatty acid beta-oxidation [GO:0006635]",NA,numeric
1.052083333,Q13045,FLII_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,"FUNCTION: May play a role as coactivator in transcriptional activation by hormone-activated nuclear receptors (NR) and acts in cooperation with NCOA2 and CARM1. Involved in estrogen hormone signaling. Involved in early embryonic development (By similarity). May play a role in regulation of cytoskeletal rearrangements involved in cytokinesis and cell migration, by inhibiting Rac1-dependent paxillin phosphorylation. {ECO:0000250, ECO:0000269|PubMed:14966289}.",NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,FLII,"actin cytoskeleton [GO:0015629]; brush border [GO:0005903]; centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; actin filament severing [GO:0051014]; actin polymerization or depolymerization [GO:0008154]; barbed-end actin filament capping [GO:0051016]; myofibril assembly [GO:0030239]",NA,numeric
1.052777778,Q13057,COASY_HUMAN,Proteomics,"LC-MS; Cedars Sinai, PBL","Untargeted, Relative",Intensity,No,NA,"FUNCTION: Bifunctional enzyme that catalyzes the fourth and fifth sequential steps of CoA biosynthetic pathway. The fourth reaction is catalyzed by the phosphopantetheine adenylyltransferase, coded by the coaD domain; the fifth reaction is catalyzed by the dephospho-CoA kinase, coded by the coaE domain. May act as a point of CoA biosynthesis regulation. {ECO:0000269|PubMed:11923312, ECO:0000269|PubMed:24360804}.",NA,'NA' = missing values are left censored (below unknown/arbitrary 'limit of detection'); Raw peptide data also available upon request; also see 'PBL_analyte_metadata' csv and 'Notes and Layout for PBL data' pdf,COASY,extracellular exosome [GO:0070062]; mitochondrial matrix [GO:0005759]; mitochondrial outer membrane [GO:0005741]; ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140]; pantetheine-phosphate adenylyltransferase activity [GO:0004595]; coenzyme A biosynthetic process [GO:0015937]; phosphorylation [GO:0016310],NA,numeric
